year,unit,case,amount,url
2021,臺南市善化區公所,善化區蓮潭里活動中心新建工程規劃設計案,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210527&fn=BDM-1-53413036.xml
2021,臺南市政府水利局,臺南市仁德區污水下水道系統第二期分支管網及用戶接管工程第8標,248000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211108&fn=BDM-1-53545353.xml
2021,臺南市政府工務局,市道165線急水溪青葉橋改建工程規劃、設計及監造,14961600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210426&fn=BDM-1-53384980.xml
2021,臺南市佳里區公所,臺南市佳里區第二聯合活動中心新建工程委託規劃設計監造技術服務,2883631,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210708&fn=BDM-1-53446879.xml
2021,臺南市政府農業局,將軍智慧水產加工及物流運籌中心-智慧水產示範基地興建工程委託設計監造,8537440,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210326&fn=BDM-1-53361830.xml
2021,臺南市政府消防局,第六救災救護大隊安平分隊辦公廳舍新建工程委託規劃設計監造技術服務,3417500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210714&fn=BDM-1-53453082.xml
2020,臺南市白河區公所,白河區公所辦公廳舍原地拆除重建工程委託規劃設計案,4197250,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53294389.xml
2021,臺南市中西區公所,臺南市中西區淺草里活動中心拆除重建工程委託規劃設計監造,1836502,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211001&fn=BDM-1-53516813.xml
2021,臺南市下營區公所,臺南市下營區閒置舊鐵道改善及綠色廊道串聯建置工程委外測設及監造,2252213,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210907&fn=BDM-1-53498668.xml
2021,臺南市政府觀光旅遊局,「臺南運河遊河民間自提BOT案促參前置作業及招商」委託專業服務案,1240000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211108&fn=BDM-1-53546069.xml
2021,臺南市佳里區佳里國民小學,110年台南市佳里國小新建中央廚房工程委託規劃設計監造勞務採購案,2221343,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210908&fn=BDM-1-53500466.xml
2021,臺南市東區區公所,臺南市東區後甲里活動中心新建工程規劃設計監造,3175200,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210806&fn=BDM-1-53474242.xml
2021,臺南市立崇明國民中學,臺南市崇明國中新建幼兒園工程委託規劃設計監造技術服務勞務採購案,7610000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211102&fn=BDM-1-53540303.xml
2021,臺南市政府財政稅務局,新化虎頭埤風景區旁商業區市有土地整體開發可行性評估及先期規劃委託服務案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210902&fn=BDM-1-53495437.xml
2021,臺南市北區區公所,臺南市北區大和社區活動中心新建工程委託設計監造服務,2070736,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210820&fn=BDM-1-53484860.xml
2021,臺南市南區永華國民小學,臺南市永華國小110年新建公共化幼兒園園舍工程委託規劃設計監造技術服務,4050000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210419&fn=BDM-1-53379319.xml
2020,臺南市安定區安定國民小學,臺南市安定國小第二校區配置規劃及綜合教研中心新建工程委託規劃設計暨後續擴充監造,3058234,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201210&fn=BDM-1-53268755.xml
2021,臺南市政府警察局刑事警察大隊,110年臺南市政府警察局刑事警察大隊耐震補強工程委託規劃設計及監造技術服務案,2959000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210609&fn=BDM-1-53422342.xml
2021,臺南市政府警察局歸仁分局,110年度歸仁分局本部耐震補強工程委託規劃設計及監造技術服務案,1635155,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210716&fn=BDM-1-53455609.xml
