year,unit,case,amount,url
2021,臺南市政府水利局,「110年度烏山頭水庫集水區特定水土保持區部分集水區廢止計畫」委託專業服務案,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211015&fn=BDM-1-53527447.xml
2021,臺南市新化區公所,110年度新化區公所天然災害復建工程委託設計及監造(開口契約),1350000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210715&fn=BDM-1-53453663.xml
2019,臺南市政府都市發展局,月津港公18-3及公18-5水岸步道委託監造技術服務,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190905&fn=BDM-1-52865123.xml
2019,臺南市政府都市發展局,新營鐵道地景公園二期工程,49800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190220&fn=BDM-1-52705453.xml
2019,臺南市政府都市發展局,新營、鹽水糖鐵自行車道縫合計畫工程,17100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190220&fn=BDM-1-52705458.xml
2021,臺南市政府文化局,桂子山整體委託規劃設計暨後續擴充監造案,1113240,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210830&fn=BDM-1-53491825.xml
2019,臺南市安南區公所,臺南市安南區轄管公園兒童遊戲場檢驗,1070000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190715&fn=BDM-1-52822607.xml
2021,臺南市永康區公所,110年度永康區草木維護修剪勞務開口契約,5157000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210108&fn=BDM-1-53305109.xml
2019,臺南市政府地政局,臺南市二王、六甲頂、崑大路、怡中及賢豐等市地重劃工程委託專案管理技術服務,66682850,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190826&fn=BDM-1-52856439.xml
2019,臺南市柳營區公所,108年度臺南市柳營區公共工程技術服務開口契約(第一期),6000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190111&fn=BDM-1-52677434.xml
