year,unit,case,amount,url
2021,臺南市政府水利局,110年二仁溪水系-水質淨化場委託操作技術服務,42600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210813&fn=BDM-1-53479885.xml
2020,臺南市政府水利局,臺南市水質溶氧改善計畫委託技術服務,9570000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201210&fn=BDM-1-53268071.xml
2021,臺南市政府環境保護局,110年度廢棄物非法棄置管理計畫,11268000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210423&fn=BDM-1-53383882.xml
2021,臺南市政府環境保護局,110年臺南市全國水環境清淨河面計畫,5493000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210304&fn=BDM-1-53342930.xml
2021,臺南市政府環境保護局,110年臺南市水污染源科學稽查與水污染防治費徵收查核暨重點區域計畫,7027000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210208&fn=BDM-1-53329273.xml
2021,臺南市政府經濟發展局,110年臺南市住商節電行動–節電基礎工作暨專案管理委託專業服務案,5715000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210630&fn=BDM-1-53440661.xml
2021,臺南市政府經濟發展局,110年度臺南市推動再生能源暨綠能屋頂及溫室氣體減量節水推廣計畫委託技術案,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210527&fn=BDM-1-53413326.xml
2021,臺南市政府經濟發展局,110年臺南市住商節電行動–服務業節能技術推廣計畫委託專業服務案,4682500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210527&fn=BDM-1-53413360.xml
2021,臺南市政府經濟發展局,110年度柳營科技工業區暨環保園區環境綜合管理及環境監測計畫,8000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210524&fn=BDM-1-53409740.xml
2021,臺南市政府經濟發展局,110年新吉工業區污水處理廠代操作勞務採購案,11235000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210409&fn=BDM-1-53371903.xml
