year,unit,case,amount,url
2020,臺南市政府,2020臺灣國際蘭展媒體行銷案,2600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200215&fn=BDM-1-53016564.xml
2020,臺南市政府文化局,「新營體育場煙火施放」委託專業服務勞務採購案,1980000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201211&fn=BDM-1-53269049.xml
2020,臺南市政府文化局,「2021月津港燈節燈區及光環境規劃設計執行案」,17000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201106&fn=BDM-1-53234257.xml
2020,臺南市政府文化局,2020-2021「龍崎光節」規劃執行案,4200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201015&fn=BDM-1-53214301.xml
2020,臺南市政府文化局,2021月津港燈節船屋特展規劃製作,2680000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200911&fn=BDM-1-53189127.xml
2020,臺南市政府文化局,2020國慶焰火在臺南晚會之主副舞台硬體設備及表演規劃,6200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200910&fn=BDM-1-53186999.xml
2020,臺南市政府文化局,2020南瀛國際民俗藝術節—臺灣演藝舞台硬體規劃執行,3200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200909&fn=BDM-1-53186953.xml
2020,臺南市政府文化局,臺南左鎮化石園區演講廳多媒體優化建置計畫,1800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200727&fn=BDM-1-53150349.xml
2020,臺南市文化資產管理處,「2020全國古蹟日─主場活動」展示活動策劃執行,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200710&fn=BDM-1-53137469.xml
2020,臺南市立圖書館,臺南市立圖書館新總館桌椅期刊櫃等家具財物採購,7349995,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201106&fn=BDM-1-53233537.xml
2020,臺南市立圖書館,臺南市立圖書館新總館烹飪教室財物統包,1900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201106&fn=BDM-1-53233539.xml
2020,臺南市立圖書館,臺南市立圖書館新總館餐飲空間委託經營管理,390000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200902&fn=BDM-1-53180251.xml
2020,臺南市立圖書館,臺南市立圖書館新總館文學沙龍委託經營管理,250000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200624&fn=BDM-1-53124790.xml
2020,臺南市立圖書館,臺南市立圖書館新總館辦公空間建置財物統包,2960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200610&fn=BDM-1-53110291.xml
