year,unit,case,amount,url
2021,臺南市政府水利局,臺南市110年水土保持管理宣導計畫,2030000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210728&fn=BDM-1-53464955.xml
2021,臺南市政府水利局,110年度韌性防災措施-水情災情監測與監控設施建置採購案,3800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210624&fn=BDM-1-53435238.xml
2021,臺南市政府水利局,110年度臺南市轄區水利設施搶修搶險、災害復建暨減災工程測設監造開口契約,20000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387730.xml
2020,臺南市政府水利局,臺南市安定區新吉社區淹水改善規劃,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201224&fn=BDM-1-53285612.xml
2020,臺南市政府農業局,109年下山漁港岸壁碼頭改善工程委託監造服務,1920000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200903&fn=BDM-1-53182607.xml
2021,臺南市政府都市發展局,臺南市東區南台南站副都心暫予保留及周邊地區都計變更出流管制規劃書委託技術服務案,1536000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210730&fn=BDM-1-53468004.xml
2021,臺南市政府都市發展局,配合公共設施用地專案通盤檢討案整體開發區出流管制案,3320000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210713&fn=BDM-1-53450601.xml
2021,臺南市政府都市發展局,七股都市計畫整體開發規劃案,7800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210607&fn=BDM-1-53420423.xml
2021,臺南市山上區公所,110年度臺南市山上區災後復建工程委託設計監造開口契約(後續擴充案),1900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210914&fn=BDM-1-53504348.xml
2021,臺南市山上區公所,110年度臺南市山上區災後復建工程委託設計監造開口契約,1900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210409&fn=BDM-1-53371521.xml
2021,臺南市關廟區公所,關廟區110年度工程委外設計監造開口契約,5000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210201&fn=BDM-1-53324434.xml
2020,臺南市政府經濟發展局,109年度臺南市未登記工廠管理及輔導勞務採購案,3850000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200410&fn=BDM-1-53060267.xml
2021,臺南市左鎮區公所,110年度臺南市左鎮區公共工程技術服務(開口契約),3750000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210302&fn=BDM-1-53340991.xml
