year,unit,case,amount,url
2021,臺南市政府水利局,臺南市仁德區崁腳抽水站新建工程,82700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210916&fn=BDM-1-53506251.xml
2021,臺南市政府水利局,「臺南市管區域排水桔子溪排水系統規劃及治理計畫」,4500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210728&fn=BDM-1-53465115.xml
2021,臺南市政府水利局,110年度臺南市轄區水利設施搶修搶險、災害復建暨減災工程測設監造開口契約,20000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387730.xml
2021,臺南市政府水利局,110年度臺南市水門抽水站代操作與維護工作及機電整修-溪南區,62120000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210329&fn=BDM-1-53362284.xml
2020,臺南市政府水利局,臺南市安南區安中抽水站新建工程及海尾寮排水治理工程委外設計監造技術服務,23489000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201225&fn=BDM-1-53287262.xml
2020,臺南市政府水利局,「臺南市安平污水下水道系統大同分區分支管網及用戶接管工程第四標」及「臺南市污水下水道系統用戶接管工程(109年開口契約)」,218050000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201224&fn=BDM-1-53284750.xml
2020,臺南市政府水利局,臺南市安定區新吉社區淹水改善規劃,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201224&fn=BDM-1-53285612.xml
2020,臺南市政府水利局,臺南市善化區雨水下水道系統檢討規劃,8000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201223&fn=BDM-1-53284620.xml
2020,臺南市政府水利局,109年度臺南市公告區域排水專案管理工作,4500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201210&fn=BDM-1-53268384.xml
2020,臺南市政府水利局,永康創意設計園區區外排水工程(第一期),270386600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201202&fn=BDM-1-53258879.xml
