year,unit,case,amount,url
2021,臺南市政府衛生局,110年度家庭暴力加害人處遇方案,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210105&fn=BDM-1-53299330.xml
2021,臺南市政府衛生局,110年度性侵害犯罪加害人身心治療及輔導教育方案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210105&fn=BDM-1-53299325.xml
2019,臺南市政府衛生局,109年度家庭暴力加害人處遇方案,1600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191230&fn=BDM-1-52975732.xml
2019,臺南市政府衛生局,109年度性侵害犯罪加害人身心治療及輔導教育方案,2400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191227&fn=BDM-1-52974592.xml
2019,臺南市政府衛生局,109年度臺南市精神病社區關懷及自殺通報個案管理業務,9555000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191227&fn=BDM-1-52973651.xml
2019,臺南市政府衛生局,108年度家庭暴力加害人處遇方案,1560000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190108&fn=BDM-1-52672855.xml
2019,臺南市政府衛生局,108年性侵害犯罪加害人身心治療及輔導教育方案,2200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190107&fn=BDM-1-52671776.xml
2019,臺南市政府勞工局,109年度身心障礙者職業輔導評量,3315286,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191231&fn=BDM-1-52977821.xml
2019,臺南市政府勞工局,108年度專業服務類身心障礙者職業訓練,2518381,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190329&fn=BDM-1-52734213.xml
2019,臺南市政府勞工局,108年度專業服務類身心障礙者職業訓練,1171460,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190919&fn=BDM-1-52875688.xml
2019,臺南市政府勞工局,108年度身心障礙者職業輔導評量,819805,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190425&fn=BDM-1-52755345.xml
2019,臺南市政府家庭暴力暨性侵害防治中心,109年兒童及少年保護家庭處遇服務方案,9750000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191231&fn=BDM-1-52978414.xml
