year,unit,case,amount,url
2021,臺南市政府水利局,臺南市麻豆區總爺及東北勢排水治理工程委外測設監造技術服務(開口契約),4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210928&fn=BDM-1-53513225.xml
2021,臺南市政府水利局,臺南市東區東門路三段與自由路二段路口排水改善工程,91500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210412&fn=BDM-1-53373108.xml
2021,臺南市政府水利局,110~112年臺南市政府水利局移動式抽水機維護操作搶險(開口契約)第2標,29000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210121&fn=BDM-1-53315711.xml
2020,臺南市政府水利局,臺南市安定區新吉社區淹水改善規劃,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201224&fn=BDM-1-53285612.xml
2020,臺南市政府水利局,永康創意設計園區區外排水工程(第一期),270386600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201202&fn=BDM-1-53258879.xml
2019,臺南市體育處,臺南市安南區嘉南大圳水上運動訓練中心(艇庫)設置工程委託規劃設計監造技術服務,4579176,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190313&fn=BDM-1-52720472.xml
2021,臺南市政府農業局,110年度臺南市漁港公共工程委託設計監造(開口契約),1960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210218&fn=BDM-1-53333097.xml
2020,臺南市政府農業局,109年度臺南市漁港公共工程委託設計監造(開口契約),1960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200413&fn=BDM-1-53061287.xml
2021,臺南市楠西區公所,110年楠西區轄內各類公共工程委託設計監造技術服務(開口契約),4750000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210202&fn=BDM-1-53325189.xml
2021,臺南市後壁區公所,110年度後壁區移動式抽水機操作、補充油料、下水道開孔及水閘門巡查操作(開口契約),2950000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210106&fn=BDM-1-53301657.xml
2020,臺南市後壁區公所,109年度後壁區移動式抽水機操作、補充油料、下水道開孔及水閘門巡查操作(開口契約),2954586,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200106&fn=BDM-1-52984553.xml
2021,臺南市永康區公所,110年永康區移動式及沉水式抽水機代管理操作與維護保養(開口契約),3591000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210203&fn=BDM-1-53326174.xml
2021,臺南市柳營區公所,110年度柳營區移動式抽水機操作補充油料、雨水下水道開孔及水閘門巡查等工作開口契約,1390000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210222&fn=BDM-1-53336021.xml
2020,臺南市柳營區公所,109年度柳營區移動式抽水機操作補充油料、雨水下水道開孔及水閘門巡查等工作開口契約,1240000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200406&fn=BDM-1-53055934.xml
