year,unit,case,amount,url
2021,臺南市政府水利局,臺南市仁德區污水下水道系統第二期分支管網及用戶接管工程第8標,248000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211108&fn=BDM-1-53545353.xml
2021,臺南市政府水利局,臺南市管區域排水鹽原排水治理計畫,1800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211008&fn=BDM-1-53522485.xml
2021,臺南市政府水利局,臺南市喜樹灣裡地區市地重劃停20抽水站工程委託設計暨監造技術服務,19800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210910&fn=BDM-1-53502272.xml
2021,臺南市政府水利局,110年度永康、仁德及永華6區雨水下水道及水利設施委外設計監造技術服務(開口合約),8000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210827&fn=BDM-1-53491251.xml
2021,臺南市政府水利局,110年度「臺南市雨水下水道地理資訊系統擴充及維護更新」,5200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210702&fn=BDM-1-53443045.xml
2021,臺南市政府水利局,110年度臺南永華市區雨水人孔清查作業,4771000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210616&fn=BDM-1-53427658.xml
2021,臺南市政府水利局,臺南市東區東門路三段與自由路二段路口排水改善工程,91500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210412&fn=BDM-1-53373108.xml
2021,臺南市政府水利局,臺南市安南區北安商業區市地重劃抽水站新建工程,319000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210303&fn=BDM-1-53342121.xml
2021,臺南市政府水利局,110及111年臺南市政府水利局移動式抽水機維護操作搶險(開口契約)第4標,9500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210226&fn=BDM-1-53339971.xml
2021,臺南市政府水利局,110年度水門抽水站新建、整建工程委託設計監造技術服務（開口契約）,10000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210120&fn=BDM-1-53314930.xml
2020,臺南市政府水利局,臺南市安南區安中抽水站新建工程及海尾寮排水治理工程委外設計監造技術服務,23489000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201225&fn=BDM-1-53287262.xml
2020,臺南市政府水利局,臺南市安南區六塊寮排水治理工程委外設計監造技術服務,25665000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201203&fn=BDM-1-53259141.xml
2020,臺南市政府水利局,永康創意設計園區區外排水工程(第一期),270386600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201202&fn=BDM-1-53258879.xml
