year,unit,case,amount,url
2021,臺南市政府環境保護局,110年度臺南市固定污染源空氣污染物連續自動監測功能查核管理計畫,4080000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367176.xml
2021,臺南市政府環境保護局,110年度臺南市有害空氣污染物稽查管制暨工廠突發事故應變管理計畫,9496000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210204&fn=BDM-1-53326966.xml
2021,臺南市政府環境保護局,110年臺南市清淨家園及公廁考核計畫,6100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210203&fn=BDM-1-53326135.xml
2021,臺南市政府環境保護局,臺南市城西焚化爐更新政策溝通及招商計畫,4810000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210119&fn=BDM-1-53313271.xml
2020,臺南市政府環境保護局,「永康區隊辦公廳舍及停車場興建工程」委託規劃設計監造案,1689600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201211&fn=BDM-1-53270362.xml
2020,臺南市政府環境保護局,109年度臺南市空氣品質感測物聯網布建計畫,17262000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53207678.xml
2020,臺南市政府環境保護局,109年國慶焰火環境清潔維護管理計畫,2806000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200925&fn=BDM-1-53199593.xml
2020,臺南市政府環境保護局,109年度沼液沼渣集運輸車輛及示範施灌評估計畫,11091000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200924&fn=BDM-1-53198435.xml
2020,臺南市政府環境保護局,109年度臺南市中西區垃圾清運委託民營,26250000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200727&fn=BDM-1-53150446.xml
2020,臺南市政府環境保護局,109年臺南市空氣污染陳情案件稽查管制計畫,9160000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200713&fn=BDM-1-53138752.xml
2020,臺南市政府環境保護局,109年度臺南市機車排氣污染稽查管制計畫,16726000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200620&fn=BDM-1-53121320.xml
2020,臺南市政府環境保護局,109年臺南市垃圾清運查詢及空氣品質指標推播系統維運計畫,7262000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200618&fn=BDM-1-53118475.xml
