year,unit,case,amount,url
2021,臺南市政府都市發展局,臺南市東區南台南站副都心暫予保留及周邊地區都計變更出流管制規劃書委託技術服務案,1536000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210730&fn=BDM-1-53468004.xml
2021,臺南市政府都市發展局,配合公共設施用地專案通盤檢討案整體開發區出流管制案,3320000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210713&fn=BDM-1-53450601.xml
2021,臺南市政府都市發展局,110年度臺南市都市發展資訊系統擴充及修正案,5650000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210430&fn=BDM-1-53390832.xml
2021,臺南市政府都市發展局,110年度臺南市都市發展資訊系統資料更新及維護案,2436000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210419&fn=BDM-1-53379379.xml
2021,臺南市政府都市發展局,110年度臺南市各都市計畫區範圍內(除原臺南市都市計畫範圍外)都市計畫樁位測定案,3550000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367213.xml
2021,臺南市政府都市發展局,地籍圖重測區都市計畫樁位清理、補建及恢復案,3580000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367215.xml
2020,臺南市政府都市發展局,臺南科學工業園區特定區計畫(新市區建設地區開發區塊A、B、C、D、E、N及O)整體規劃案,19200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200824&fn=BDM-1-53173078.xml
2020,臺南市政府都市發展局,擬訂「臺南市大南方執行綱要及方案計畫」委辦案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200708&fn=BDM-1-53135450.xml
2020,臺南市政府都市發展局,109年度臺南市都市計畫樁(東、中西、南、北、安平、安南區都市計畫範圍)測定及復補建案,2400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200617&fn=BDM-1-53117827.xml
2020,臺南市政府都市發展局,變更關廟都市計畫圖重製專案通盤檢討委託技術服務案,2850000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200608&fn=BDM-1-53108564.xml
2020,臺南市政府都市發展局,變更白河都市計畫圖重製專案通盤檢討委託技術服務案,2400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200416&fn=BDM-1-53064711.xml
2020,臺南市政府都市發展局,變更新市都市計畫圖重製專案通盤檢討委託技術服務案,2100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200408&fn=BDM-1-53058449.xml
2020,臺南市政府都市發展局,臺南市平原核心城鎮風貌發展先期規劃案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200406&fn=BDM-1-53054733.xml
2020,臺南市政府都市發展局,109年度臺南市環境景觀總顧問委託專業服務案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200303&fn=BDM-1-53028294.xml
2019,臺南市政府都市發展局,月津港公18-3及公18-5水岸步道工程,30560000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870325.xml
2019,臺南市政府都市發展局,108年度臺南市自主更新輔導團暨人才培訓計畫案,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190829&fn=BDM-1-52859647.xml
2019,臺南市政府都市發展局,原臺南縣市都市計畫邊界調整專案通盤檢討案,1568000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190807&fn=BDM-1-52842422.xml
2019,臺南市政府都市發展局,變更官田(含隆田地區)都市計畫圖重製專案通盤檢討委託技術服務案,6700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190508&fn=BDM-1-52765594.xml
2019,臺南市政府都市發展局,變更安平區細部計畫（第二次通盤檢討）案,2786000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190426&fn=BDM-1-52756189.xml
2019,臺南市政府都市發展局,月津港渡槽橋改造及公18廁所新建工程,14400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190411&fn=BDM-1-52742651.xml
2019,臺南市政府都市發展局,地籍圖重測區都市計畫樁位清理、補建及恢復案,3898000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190327&fn=BDM-1-52732433.xml
2019,臺南市政府都市發展局,108年度臺南市各都市計畫區範圍內(除原臺南市都市計畫範圍外)都市計畫樁位測定案,3823000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190327&fn=BDM-1-52732419.xml
2019,臺南市政府都市發展局,臺南科學工業園區特定區計畫（新市區建設地區開發區塊I）整體規劃案,1900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190215&fn=BDM-1-52702226.xml
2019,臺南市政府都市發展局,新營、鹽水糖鐵自行車道縫合計畫工程,17100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190220&fn=BDM-1-52705458.xml
2019,臺南市政府都市發展局,108年度臺南築角創意營造輔導計畫案,3500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190130&fn=BDM-1-52693630.xml
2019,臺南市政府都市發展局,108年度臺南市環境景觀總顧問委託專業服務案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190130&fn=BDM-1-52693628.xml
