year,unit,case,amount,url
2021,臺南市政府都市發展局,新化區城鎮核心整體規劃設計及監造案,8828111,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211013&fn=BDM-1-53524669.xml
2021,臺南市政府都市發展局,臺南市學甲區鄉村地區整體規劃委託技術服務案,3750000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210917&fn=BDM-1-53508110.xml
2021,臺南市政府都市發展局,"變更佳里都市計畫(第五次通盤檢討) 委託技術服務案",5940000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210818&fn=BDM-1-53482006.xml
2021,臺南市政府都市發展局,配合公共設施用地專案通盤檢討案整體開發區出流管制案,3320000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210713&fn=BDM-1-53450601.xml
2021,臺南市政府都市發展局,七股都市計畫整體開發規劃案,7800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210607&fn=BDM-1-53420423.xml
2021,臺南市政府都市發展局,110年度臺南築角創意營造輔導計畫案,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210407&fn=BDM-1-53369057.xml
2020,臺南市政府都市發展局,109年度臺南市社區規劃師駐地輔導計畫-「臺南築角創意營造計畫」案,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200326&fn=BDM-1-53048206.xml
2019,臺南市政府都市發展局,月津港公18-3及公18-5水岸步道委託監造技術服務,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190905&fn=BDM-1-52865123.xml
2019,臺南市政府都市發展局,變更官田(含隆田地區)都市計畫圖重製專案通盤檢討委託技術服務案,6700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190508&fn=BDM-1-52765594.xml
2019,臺南市政府都市發展局,月津港渡槽橋改造及公18廁所新建工程,14400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190411&fn=BDM-1-52742651.xml
2019,臺南市政府都市發展局,108年度臺南市各都市計畫區範圍內(除原臺南市都市計畫範圍外)都市計畫樁位測定案,3823000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190327&fn=BDM-1-52732419.xml
