year,unit,case,amount,url
2021,臺南市政府水利局,110年二仁溪水系-水質淨化場委託操作技術服務,42600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210813&fn=BDM-1-53479885.xml
2021,臺南市政府水利局,臺南市污水廠(含截流站)委託代操作履約管理專業服務,11880000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210127&fn=BDM-1-53320826.xml
2021,臺南市政府水利局,110年度臺南市水利局轄管場站等六案太陽能發電系統計畫委託履約管理專業服務案,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210125&fn=BDM-1-53318731.xml
2021,臺南市政府農業局,110年度臺南市南區海岸蚵棚廢棄物清理工作(開口契約),12118020,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210625&fn=BDM-1-53436809.xml
2021,臺南市政府農業局,110年度臺南市安平與安南區海岸蚵棚廢棄物清理工作(開口契約),16754481,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210623&fn=BDM-1-53432995.xml
2021,臺南市政府環境保護局,110年度臺南市再生粒料專用廠認證作業,1480000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211019&fn=BDM-1-53528718.xml
2021,臺南市政府環境保護局,臺南市底渣再利用處理廠效能提升統包工程,73994572,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211008&fn=BDM-1-53522869.xml
2021,臺南市政府環境保護局,110年度臺南市安平區垃圾清運委託民營,13672000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210907&fn=BDM-1-53498521.xml
2021,臺南市政府環境保護局,110年臺南市水污染防治許可審查、清查及查核計畫,7191000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210326&fn=BDM-1-53361274.xml
2021,臺南市政府環境保護局,110年度臺南市毒性及關注化學物質源頭查核管理計畫,3350000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210209&fn=BDM-1-53330970.xml
2020,臺南市政府環境保護局,「歸仁將軍區域性垃圾掩埋場活化再利用工程」委託設計監造案,6790000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201006&fn=BDM-1-53206613.xml
2020,臺南市政府經濟發展局,109年柳營科技工業區汙水處理廠代操作勞務採購案,14600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200410&fn=BDM-1-53060751.xml
