year,unit,case,amount,url
2021,臺南市善化區公所,臺南市善化區東關頂街聯合里活動中心新建計畫規劃設計監造案,3180296,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210625&fn=BDM-1-53436998.xml
2021,臺南市政府工務局,"110年度臺南市政府工務局溪北前瞻案件工程委託設計及 監造開口契約",10688860,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210730&fn=BDM-1-53467872.xml
2021,臺南市政府工務局,臺南市政府工務局110年度道路及橋梁工程委託規劃、設計及監造(開口契約),13840171,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210218&fn=BDM-1-53333185.xml
2021,臺南市官田區公所,大隆田地景計畫—官田區運動休閒廊道建置工程委託規劃設計案,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211101&fn=BDM-1-53539263.xml
2020,臺南市政府農業局,109年度臺南市農路（H3類）災後復建工程委託勘查設計及監造案開口契約,12000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200423&fn=BDM-1-53070542.xml
2021,臺南市安南區公所,安南區長安里活動中心拆除重建工程委託規劃設計監造技術服務,2819972,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210812&fn=BDM-1-53478509.xml
2020,臺南市安南區公所,臺南市安南區海南里活動中心新建工程規劃設計監造,2349256,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200318&fn=BDM-1-53041586.xml
2021,臺南市永康區公所,永康區飛雁新村北側土地開闢做綠美化(臨時鄰里公園)及臨時平面停車場委託設計監造,1961397,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210331&fn=BDM-1-53364585.xml
2020,臺南市永康區公所,永康區109年度道路排水工程委託設計監造開口契約,3519000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200422&fn=BDM-1-53069814.xml
2021,臺南市政府觀光旅遊局,虎頭埤親子環教生態館及周邊景觀整體改善工程委託設計,1360000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211007&fn=BDM-1-53521674.xml
2020,臺南市鹽水區公所,109年度-臺南市鹽水區武廟風貌形塑與環境整合計畫工程委託技術服務,1850000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201223&fn=BDM-1-53283840.xml
2021,臺南市歸仁區公所,110年度歸仁區道路及排水改善等工程委託設計監造技術服務（開口契約）（南區、北區）,7527620,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210202&fn=BDM-1-53324979.xml
