year,unit,case,amount,url
2020,臺南市善化區公所,109年度善化區道路及公共設施、小型工程委託規劃設計及監造案（開口契約）,1370642,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200317&fn=BDM-1-53040572.xml
2021,臺南市政府工務局,110年度臺南市政府路平專案及災後復建工程委託勘查、規劃設計及監造案開口契約,50253353,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210308&fn=BDM-1-53345237.xml
2020,臺南市佳里區公所,109年度轄內樹木修剪維護及天然災害行道樹、公園樹木搶修勞務開口契約,1183730,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200227&fn=BDM-1-53026101.xml
2019,臺南市佳里區公所,108年度臺南市佳里區公所委託道路巡查及修復工作(開口契約),1150000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190130&fn=BDM-1-52694067.xml
2020,臺南市南區區公所,臺南市南區龍崗聚落寧適生活圈暨人本通學步道建置工程委託規劃設計,2685000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201225&fn=BDM-1-53288203.xml
2021,臺南市麻豆區公所,110年度麻豆區水利工程委託設計監造(開口契約),1710000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210115&fn=BDM-1-53311631.xml
2021,臺南市麻豆區公所,110年度麻豆區道路改善工程（開口契約）委託設計監造,1710000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210115&fn=BDM-1-53311590.xml
2021,臺南市安南區公所,110年度安南區道路養護工程委託設計監造(開口契約),3050000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210331&fn=BDM-1-53365467.xml
2020,臺南市立新興國民中學,臺南市新興國中忠孝樓補強工程委託設計監造技術服務,1391650,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200306&fn=BDM-1-53032637.xml
2021,臺南市下營區公所,110年度下營區道路相關工程委外測設及監造(開口契約),2016949,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210113&fn=BDM-1-53308601.xml
2019,臺南市政府經濟發展局,108年度臺南市工業區總顧問委託技術服務案,4880000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190923&fn=BDM-1-52877524.xml
2020,臺南市歸仁區歸仁國民小學,「歸仁國小校舍拆除重建工程委託規劃設計監造」採購案,6587755,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200406&fn=BDM-1-53055261.xml
