year,unit,case,amount,url
2020,臺南市政府社會局,臺南市政府社會局委託辦理108-109年度臺南市社區公共托育家園(永康區大灣二街、下營區、東區仁和路、東區林森路、安平區),12926259,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200107&fn=BDM-1-52985538.xml
2020,臺南市政府社會局,臺南市政府社會局委託辦理「109年度臺南市南瀛親子館暨新營親子悠遊館」,5478748,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200103&fn=BDM-1-52982861.xml
2020,臺南市政府社會局,109年度臺南市政府社會局委託辦理在宅緊急救援連線服務,2684100,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200102&fn=BDM-1-52979321.xml
2019,臺南市政府社會局,臺南市政府社會局委託辦理「108年7月至12月臺南市親子悠遊館」(善化館及麻豆館),3820044,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190731&fn=BDM-1-52835390.xml
2019,臺南市政府社會局,臺南市政府社會局委託辦理「108年度臺南市親子悠遊館」(歸仁區、南區及安南區),9894044,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190923&fn=BDM-1-52877340.xml
2019,臺南市政府社會局,臺南市政府社會局委託辦理「109年度臺南市鹽水區親子悠遊館」,5295000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191231&fn=BDM-1-52976730.xml
2019,臺南市政府社會局,臺南市老人福利機構評鑑案,1905000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191227&fn=BDM-1-52972874.xml
2018,臺南市政府社會局,臺南市松柏育樂中心耐震補強暨修繕工程委託規劃設計監造技術服務案,2290500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20180601&fn=BDM-1-52461829.xml
2019,臺南市政府社會局,臺南市政府社會局委託辦理「108年度臺南市兒童及少年生活狀況與福利需求調查」,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191125&fn=BDM-1-52932779.xml
2019,臺南市政府社會局,臺南市政府社會局委託民間經營「龍崎教養院」,5760000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190612&fn=BDM-1-52794471.xml
2019,臺南市政府社會局,臺南市政府委託辦理輔具資源中心,5450500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190116&fn=BDM-1-52681244.xml
2019,臺南市政府社會局,108年臺南市新住民家庭服務中心計畫,6328108,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190108&fn=BDM-1-52672449.xml
