year,unit,case,amount,url
2019,臺南市政府農業局,2020臺灣國際蘭展規劃設計執行案,20000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191113&fn=BDM-1-52921718.xml
2020,臺南市政府,南市62103運用各種媒體宣導交通安全觀念及政策整合行銷案,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200701&fn=BDM-1-53128148.xml
2021,臺南市政府交通局,臺南市整合交通資訊應用服務計畫委託設計監造服務案(開口契約),2293600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210923&fn=BDM-1-53509661.xml
2021,臺南市政府交通局,110年路段車道寬度檢討路口與路型調整規劃補助計畫案,1950000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210818&fn=BDM-1-53482871.xml
2021,臺南市政府交通局,臺南市整體交通施政規劃與政策諮詢服務案,4998840,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210723&fn=BDM-1-53461555.xml
2021,臺南市政府交通局,臺南市新市至善化地區鐵路立體化可行性研究,9780000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210513&fn=BDM-1-53401558.xml
2021,臺南市政府交通局,110年資通安全維護案,1825000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210316&fn=BDM-1-53351997.xml
2021,臺南市政府交通局,110年度臺南市政府交通局所屬路側交控通訊設備維運案,11392500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210104&fn=BDM-1-53297414.xml
2020,臺南市政府交通局,109年臺南市新設、改善、搶修及維修交通設施工程(西工區)(開口契約),22930502,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200318&fn=BDM-1-53041956.xml
2020,臺南市政府交通局,臺南市仁德地區鐵路立體化可行性研究,10280000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53208643.xml
2020,臺南市政府交通局,109年臺南市運輸走廊壅塞改善計畫,19850000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200918&fn=BDM-1-53194893.xml
2020,臺南市政府交通局,109年臺南市整合型公車優先號誌計畫,14000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200918&fn=BDM-1-53194857.xml
2020,臺南市政府交通局,109年度臺南市第二工區代辦交通設施工程委託設計監造服務案（開口契約）,1357200,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200629&fn=BDM-1-53125667.xml
2020,臺南市政府交通局,大臺南交通教育主題館二期擴充計畫,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200511&fn=BDM-1-53085269.xml
2020,臺南市政府交通局,109年臺南市新設、改善、搶修及維修交通設施工程(東南工區)(開口契約),23266130,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200508&fn=BDM-1-53083342.xml
2020,臺南市政府交通局,109年臺南市智慧安全路口試辦計畫,3920000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200429&fn=BDM-1-53075711.xml
2020,臺南市政府交通局,「臺南鐵路立體化延伸至永康計畫」資料補正案,2496801,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200410&fn=BDM-1-53060861.xml
2020,臺南市政府交通局,109年度臺南市公共自行車營運管理計畫(第2期),42053246,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053493.xml
2020,臺南市政府交通局,新營綜合轉運站委託營運管理,5570152,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053889.xml
2020,臺南市政府交通局,臺鐵柳營站站前轉乘環境優化改善工程委託規劃設計暨後續擴充監造案,710500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200324&fn=BDM-1-53045665.xml
2020,臺南市政府交通局,109年資通安全維護案,1512000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200122&fn=BDM-1-53001300.xml
2020,臺南市政府交通局,109年全球資訊網改版案,1482000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200121&fn=BDM-1-52999984.xml
2020,臺南市政府交通局,109年度臺南市全區新設、改善、搶修及維修交通設施工程委託設計監造服務案（開口契約）,7551600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200116&fn=BDM-1-52996794.xml
2020,臺南市政府交通局,109年度臺南市政府交通局所屬路側交控通訊設備維運暨車輛偵測系統通訊服務案,11397000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200102&fn=BDM-1-52980414.xml
2019,臺南市政府交通局,108年度臺南市公共自行車營運管理計畫,19140993,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191120&fn=BDM-1-52928626.xml
2019,臺南市政府交通局,臺南市平實綜合轉運站民間參與興建營運招商總顧問案,2060000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190327&fn=BDM-1-52732463.xml
